TITLE	Myoglobin 3M Urea chemische denaturierung
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	18/07/12
TIME	11:37:54
SPECTROMETER/DATA SYSTEM	
LOCALE	1031
RESOLUTION	
DELTAX	-0,1
XUNITS	NANOMETERS
YUNITS	CD [mdeg]
Y2UNITS	HT [V]
Y3UNITS	ABSORBANCE
FIRSTX	  250,0000
LASTX	  208,0000
NPOINTS	     421
FIRSTY	     0,75985
MAXY	     0,75985
MINY	   -30,14626
XYDATA
224,6000	-29,3116	272,683	0,942702
224,5000	-29,3831	272,99	0,946682
224,4000	-29,4582	273,302	0,950728
224,3000	-29,4997	273,614	0,954769
224,2000	-29,5411	273,927	0,958828
224,1000	-29,5657	274,243	0,962928
224,0000	-29,7087	274,56	0,96704
223,9000	-29,8856	274,878	0,971172
223,8000	-29,8712	275,192	0,975242
223,7000	-29,9513	275,508	0,979339
223,6000	-29,9735	275,825	0,983445
223,5000	-29,9185	276,143	0,987579
223,4000	-29,9125	276,467	0,991778
223,3000	-29,9615	276,788	0,995938
223,2000	-29,9348	277,111	1,00013
223,1000	-29,9703	277,436	1,00434
223,0000	-29,8649	277,765	1,00861
222,9000	-29,9871	278,098	1,01285
222,8000	-29,9652	278,433	1,01658
222,7000	-30,0364	278,768	1,02032
222,6000	-30,0382	279,101	1,02404
222,5000	-30,1059	279,439	1,02779
222,4000	-30,1129	279,78	1,03159
222,3000	-30,1119	280,119	1,03536
222,2000	-30,1463	280,46	1,03915
222,1000	-30,1351	280,801	1,04293
222,0000	-30,1202	281,145	1,04675
221,9000	-30,0769	281,489	1,05057
221,8000	-30,042	281,835	1,0544
221,7000	-30,0306	282,186	1,05828
221,6000	-30,0261	282,536	1,06215
221,5000	-29,9363	282,891	1,06608
221,4000	-29,9443	283,25	1,07004
221,3000	-29,9715	283,611	1,07402
221,2000	-29,9536	283,976	1,07805
221,1000	-30,0003	284,34	1,08206
221,0000	-30,003	284,712	1,08616
220,9000	-29,9965	285,086	1,09027
220,8000	-29,9672	285,464	1,09443
220,7000	-30,0001	285,849	1,09866
